cluster_id,ligand_name,pdb_id,status
T252,OADMET-0006354,1m13,success
T252,OADMET-0006354,1nrl,success
T252,OADMET-0006354,1skx,success
T252,OADMET-0006354,2o9i,success
T252,OADMET-0006354,2qnv,success
T252,OADMET-0006354,3hvl,success
T252,OADMET-0006354,3r8d,success
T252,OADMET-0006354,4ny9,success
T252,OADMET-0006354,4s0t,success
T252,OADMET-0006354,4x1f,success
T252,OADMET-0006354,4x1g,success
T252,OADMET-0006354,4xhd,success
T252,OADMET-0006354,5a86,success
T252,OADMET-0006354,5x0r,success
T252,OADMET-0006354,6bns,success
T252,OADMET-0006354,6dup,success
T252,OADMET-0006354,6hj2,success
T252,OADMET-0006354,6hty,success
T252,OADMET-0006354,6nx1,success
T252,OADMET-0006354,6p2b,success
T252,OADMET-0006354,6s41,success
T252,OADMET-0006354,6tfi,success
T252,OADMET-0006354,6xp9,success
T252,OADMET-0006354,7ax9,success
T252,OADMET-0006354,7axa,success
T252,OADMET-0006354,7axb,success
T252,OADMET-0006354,7axc,success
T252,OADMET-0006354,7axd,success
T252,OADMET-0006354,7axe,success
T252,OADMET-0006354,7axf,success
T252,OADMET-0006354,7axg,success
T252,OADMET-0006354,7axh,success
T252,OADMET-0006354,7axi,success
T252,OADMET-0006354,7axj,success
T252,OADMET-0006354,7axk,success
T252,OADMET-0006354,7axl,success
T252,OADMET-0006354,7n2a,success
T252,OADMET-0006354,7rio,success
T252,OADMET-0006354,7riu,success
T252,OADMET-0006354,7riv,success
T252,OADMET-0006354,7yfk,success
T252,OADMET-0006354,8cct,success
T252,OADMET-0006354,8cf9,success
T252,OADMET-0006354,8ch8,success
T252,OADMET-0006354,8e3n,success
T252,OADMET-0006354,8eqz,success
T252,OADMET-0006354,8f5y,success
T252,OADMET-0006354,8fpe,success
T252,OADMET-0006354,8r00,success
T252,OADMET-0006354,8r81,success
T252,OADMET-0006354,8r82,success
T252,OADMET-0006354,8svo,success
T252,OADMET-0006354,8svp,success
T252,OADMET-0006354,8svq,success
T252,OADMET-0006354,8svr,success
T252,OADMET-0006354,8svs,success
T252,OADMET-0006354,8svt,success
T252,OADMET-0006354,8svx,success
T252,OADMET-0006354,8szv,success
T252,OADMET-0006354,9beq,success
T252,OADMET-0006354,9fzi,success
T252,OADMET-0006354,9fzj,success
