cluster_id,ligand_name,pdb_id,status
417,OADMET-0006273,1m13,success
417,OADMET-0006273,1nrl,success
417,OADMET-0006273,1skx,success
417,OADMET-0006273,2o9i,success
417,OADMET-0006273,2qnv,success
417,OADMET-0006273,3hvl,success
417,OADMET-0006273,3r8d,success
417,OADMET-0006273,4ny9,success
417,OADMET-0006273,4s0t,success
417,OADMET-0006273,4x1f,success
417,OADMET-0006273,4x1g,success
417,OADMET-0006273,4xhd,success
417,OADMET-0006273,5a86,success
417,OADMET-0006273,5x0r,success
417,OADMET-0006273,6bns,success
417,OADMET-0006273,6dup,success
417,OADMET-0006273,6hj2,success
417,OADMET-0006273,6hty,success
417,OADMET-0006273,6nx1,success
417,OADMET-0006273,6p2b,success
417,OADMET-0006273,6s41,success
417,OADMET-0006273,6tfi,success
417,OADMET-0006273,6xp9,success
417,OADMET-0006273,7ax9,success
417,OADMET-0006273,7axa,success
417,OADMET-0006273,7axb,success
417,OADMET-0006273,7axc,success
417,OADMET-0006273,7axd,success
417,OADMET-0006273,7axe,success
417,OADMET-0006273,7axf,success
417,OADMET-0006273,7axg,success
417,OADMET-0006273,7axh,success
417,OADMET-0006273,7axi,success
417,OADMET-0006273,7axj,success
417,OADMET-0006273,7axk,success
417,OADMET-0006273,7axl,success
417,OADMET-0006273,7n2a,success
417,OADMET-0006273,7rio,success
417,OADMET-0006273,7riu,success
417,OADMET-0006273,7riv,success
417,OADMET-0006273,7yfk,success
417,OADMET-0006273,8cct,success
417,OADMET-0006273,8cf9,success
417,OADMET-0006273,8ch8,success
417,OADMET-0006273,8e3n,success
417,OADMET-0006273,8eqz,success
417,OADMET-0006273,8f5y,success
417,OADMET-0006273,8fpe,success
417,OADMET-0006273,8r00,success
417,OADMET-0006273,8r81,success
417,OADMET-0006273,8r82,success
417,OADMET-0006273,8svo,success
417,OADMET-0006273,8svp,success
417,OADMET-0006273,8svq,success
417,OADMET-0006273,8svr,success
417,OADMET-0006273,8svs,success
417,OADMET-0006273,8svt,success
417,OADMET-0006273,8svx,success
417,OADMET-0006273,8szv,success
417,OADMET-0006273,9beq,success
417,OADMET-0006273,9fzi,success
417,OADMET-0006273,9fzj,success
