cluster_id,ligand_name,pdb_id,status
A2502,OCNT-2312208,1m13,success
A2502,OCNT-2312208,1nrl,success
A2502,OCNT-2312208,1skx,success
A2502,OCNT-2312208,2o9i,success
A2502,OCNT-2312208,2qnv,success
A2502,OCNT-2312208,3hvl,success
A2502,OCNT-2312208,3r8d,success
A2502,OCNT-2312208,4ny9,success
A2502,OCNT-2312208,4s0t,success
A2502,OCNT-2312208,4x1f,success
A2502,OCNT-2312208,4x1g,success
A2502,OCNT-2312208,4xhd,success
A2502,OCNT-2312208,5a86,success
A2502,OCNT-2312208,5x0r,success
A2502,OCNT-2312208,6bns,success
A2502,OCNT-2312208,6dup,success
A2502,OCNT-2312208,6hj2,success
A2502,OCNT-2312208,6hty,success
A2502,OCNT-2312208,6nx1,success
A2502,OCNT-2312208,6p2b,success
A2502,OCNT-2312208,6s41,success
A2502,OCNT-2312208,6tfi,success
A2502,OCNT-2312208,6xp9,success
A2502,OCNT-2312208,7ax9,success
A2502,OCNT-2312208,7axa,success
A2502,OCNT-2312208,7axb,success
A2502,OCNT-2312208,7axc,success
A2502,OCNT-2312208,7axd,success
A2502,OCNT-2312208,7axe,success
A2502,OCNT-2312208,7axf,success
A2502,OCNT-2312208,7axg,success
A2502,OCNT-2312208,7axh,success
A2502,OCNT-2312208,7axi,success
A2502,OCNT-2312208,7axj,success
A2502,OCNT-2312208,7axk,success
A2502,OCNT-2312208,7axl,success
A2502,OCNT-2312208,7n2a,success
A2502,OCNT-2312208,7rio,success
A2502,OCNT-2312208,7riu,success
A2502,OCNT-2312208,7riv,success
A2502,OCNT-2312208,7yfk,success
A2502,OCNT-2312208,8cct,success
A2502,OCNT-2312208,8cf9,success
A2502,OCNT-2312208,8ch8,success
A2502,OCNT-2312208,8e3n,success
A2502,OCNT-2312208,8eqz,success
A2502,OCNT-2312208,8f5y,success
A2502,OCNT-2312208,8fpe,success
A2502,OCNT-2312208,8r00,success
A2502,OCNT-2312208,8r81,success
A2502,OCNT-2312208,8r82,success
A2502,OCNT-2312208,8svo,success
A2502,OCNT-2312208,8svp,success
A2502,OCNT-2312208,8svq,success
A2502,OCNT-2312208,8svr,success
A2502,OCNT-2312208,8svs,success
A2502,OCNT-2312208,8svt,success
A2502,OCNT-2312208,8svx,success
A2502,OCNT-2312208,8szv,success
A2502,OCNT-2312208,9beq,success
A2502,OCNT-2312208,9fzi,success
A2502,OCNT-2312208,9fzj,success
