cluster_id,ligand_name,pdb_id,status
A0997,OCNT-2311292,1m13,success
A0997,OCNT-2311292,1nrl,success
A0997,OCNT-2311292,1skx,success
A0997,OCNT-2311292,2o9i,success
A0997,OCNT-2311292,2qnv,success
A0997,OCNT-2311292,3hvl,success
A0997,OCNT-2311292,3r8d,success
A0997,OCNT-2311292,4ny9,success
A0997,OCNT-2311292,4s0t,success
A0997,OCNT-2311292,4x1f,success
A0997,OCNT-2311292,4x1g,success
A0997,OCNT-2311292,4xhd,success
A0997,OCNT-2311292,5a86,success
A0997,OCNT-2311292,5x0r,success
A0997,OCNT-2311292,6bns,success
A0997,OCNT-2311292,6dup,success
A0997,OCNT-2311292,6hj2,success
A0997,OCNT-2311292,6hty,success
A0997,OCNT-2311292,6nx1,success
A0997,OCNT-2311292,6p2b,success
A0997,OCNT-2311292,6s41,success
A0997,OCNT-2311292,6tfi,success
A0997,OCNT-2311292,6xp9,success
A0997,OCNT-2311292,7ax9,success
A0997,OCNT-2311292,7axa,success
A0997,OCNT-2311292,7axb,success
A0997,OCNT-2311292,7axc,success
A0997,OCNT-2311292,7axd,success
A0997,OCNT-2311292,7axe,success
A0997,OCNT-2311292,7axf,success
A0997,OCNT-2311292,7axg,success
A0997,OCNT-2311292,7axh,success
A0997,OCNT-2311292,7axi,success
A0997,OCNT-2311292,7axj,success
A0997,OCNT-2311292,7axk,success
A0997,OCNT-2311292,7axl,success
A0997,OCNT-2311292,7n2a,success
A0997,OCNT-2311292,7rio,success
A0997,OCNT-2311292,7riu,success
A0997,OCNT-2311292,7riv,success
A0997,OCNT-2311292,7yfk,success
A0997,OCNT-2311292,8cct,success
A0997,OCNT-2311292,8cf9,success
A0997,OCNT-2311292,8ch8,success
A0997,OCNT-2311292,8e3n,success
A0997,OCNT-2311292,8eqz,success
A0997,OCNT-2311292,8f5y,success
A0997,OCNT-2311292,8fpe,success
A0997,OCNT-2311292,8r00,success
A0997,OCNT-2311292,8r81,success
A0997,OCNT-2311292,8r82,success
A0997,OCNT-2311292,8svo,success
A0997,OCNT-2311292,8svp,success
A0997,OCNT-2311292,8svq,success
A0997,OCNT-2311292,8svr,success
A0997,OCNT-2311292,8svs,success
A0997,OCNT-2311292,8svt,success
A0997,OCNT-2311292,8svx,success
A0997,OCNT-2311292,8szv,success
A0997,OCNT-2311292,9beq,success
A0997,OCNT-2311292,9fzi,success
A0997,OCNT-2311292,9fzj,success
