cluster_id,ligand_name,pdb_id,status
T489,OADMET-0006110,1m13,success
T489,OADMET-0006110,1nrl,success
T489,OADMET-0006110,1skx,success
T489,OADMET-0006110,2o9i,success
T489,OADMET-0006110,2qnv,success
T489,OADMET-0006110,3hvl,success
T489,OADMET-0006110,3r8d,success
T489,OADMET-0006110,4ny9,success
T489,OADMET-0006110,4s0t,success
T489,OADMET-0006110,4x1f,success
T489,OADMET-0006110,4x1g,success
T489,OADMET-0006110,4xhd,success
T489,OADMET-0006110,5a86,success
T489,OADMET-0006110,5x0r,success
T489,OADMET-0006110,6bns,success
T489,OADMET-0006110,6dup,success
T489,OADMET-0006110,6hj2,success
T489,OADMET-0006110,6hty,success
T489,OADMET-0006110,6nx1,success
T489,OADMET-0006110,6p2b,success
T489,OADMET-0006110,6s41,success
T489,OADMET-0006110,6tfi,success
T489,OADMET-0006110,6xp9,success
T489,OADMET-0006110,7ax9,success
T489,OADMET-0006110,7axa,success
T489,OADMET-0006110,7axb,success
T489,OADMET-0006110,7axc,success
T489,OADMET-0006110,7axd,success
T489,OADMET-0006110,7axe,success
T489,OADMET-0006110,7axf,success
T489,OADMET-0006110,7axg,success
T489,OADMET-0006110,7axh,success
T489,OADMET-0006110,7axi,success
T489,OADMET-0006110,7axj,success
T489,OADMET-0006110,7axk,success
T489,OADMET-0006110,7axl,success
T489,OADMET-0006110,7n2a,success
T489,OADMET-0006110,7rio,success
T489,OADMET-0006110,7riu,success
T489,OADMET-0006110,7riv,success
T489,OADMET-0006110,7yfk,success
T489,OADMET-0006110,8cct,success
T489,OADMET-0006110,8cf9,success
T489,OADMET-0006110,8ch8,success
T489,OADMET-0006110,8e3n,success
T489,OADMET-0006110,8eqz,success
T489,OADMET-0006110,8f5y,success
T489,OADMET-0006110,8fpe,success
T489,OADMET-0006110,8r00,success
T489,OADMET-0006110,8r81,success
T489,OADMET-0006110,8r82,success
T489,OADMET-0006110,8svo,success
T489,OADMET-0006110,8svp,success
T489,OADMET-0006110,8svq,success
T489,OADMET-0006110,8svr,success
T489,OADMET-0006110,8svs,success
T489,OADMET-0006110,8svt,success
T489,OADMET-0006110,8svx,success
T489,OADMET-0006110,8szv,success
T489,OADMET-0006110,9beq,success
T489,OADMET-0006110,9fzi,success
T489,OADMET-0006110,9fzj,success
