cluster_id,ligand_name,pdb_id,status
414,OADMET-0006188,1m13,success
414,OADMET-0006188,1nrl,success
414,OADMET-0006188,1skx,success
414,OADMET-0006188,2o9i,success
414,OADMET-0006188,2qnv,success
414,OADMET-0006188,3hvl,success
414,OADMET-0006188,3r8d,success
414,OADMET-0006188,4ny9,success
414,OADMET-0006188,4s0t,success
414,OADMET-0006188,4x1f,success
414,OADMET-0006188,4x1g,success
414,OADMET-0006188,4xhd,success
414,OADMET-0006188,5a86,success
414,OADMET-0006188,5x0r,success
414,OADMET-0006188,6bns,success
414,OADMET-0006188,6dup,success
414,OADMET-0006188,6hj2,success
414,OADMET-0006188,6hty,success
414,OADMET-0006188,6nx1,success
414,OADMET-0006188,6p2b,success
414,OADMET-0006188,6s41,success
414,OADMET-0006188,6tfi,success
414,OADMET-0006188,6xp9,success
414,OADMET-0006188,7ax9,success
414,OADMET-0006188,7axa,success
414,OADMET-0006188,7axb,success
414,OADMET-0006188,7axc,success
414,OADMET-0006188,7axd,success
414,OADMET-0006188,7axe,success
414,OADMET-0006188,7axf,success
414,OADMET-0006188,7axg,success
414,OADMET-0006188,7axh,success
414,OADMET-0006188,7axi,success
414,OADMET-0006188,7axj,success
414,OADMET-0006188,7axk,success
414,OADMET-0006188,7axl,success
414,OADMET-0006188,7n2a,success
414,OADMET-0006188,7rio,success
414,OADMET-0006188,7riu,success
414,OADMET-0006188,7riv,success
414,OADMET-0006188,7yfk,success
414,OADMET-0006188,8cct,success
414,OADMET-0006188,8cf9,success
414,OADMET-0006188,8ch8,success
414,OADMET-0006188,8e3n,success
414,OADMET-0006188,8eqz,success
414,OADMET-0006188,8f5y,success
414,OADMET-0006188,8fpe,success
414,OADMET-0006188,8r00,success
414,OADMET-0006188,8r81,success
414,OADMET-0006188,8r82,success
414,OADMET-0006188,8svo,success
414,OADMET-0006188,8svp,success
414,OADMET-0006188,8svq,success
414,OADMET-0006188,8svr,success
414,OADMET-0006188,8svs,success
414,OADMET-0006188,8svt,success
414,OADMET-0006188,8svx,success
414,OADMET-0006188,8szv,success
414,OADMET-0006188,9beq,success
414,OADMET-0006188,9fzi,success
414,OADMET-0006188,9fzj,success
