cluster_id,ligand_name,pdb_id,status
A1975,OCNT-2317134,1m13,success
A1975,OCNT-2317134,1nrl,success
A1975,OCNT-2317134,1skx,success
A1975,OCNT-2317134,2o9i,success
A1975,OCNT-2317134,2qnv,success
A1975,OCNT-2317134,3hvl,success
A1975,OCNT-2317134,3r8d,success
A1975,OCNT-2317134,4ny9,success
A1975,OCNT-2317134,4s0t,success
A1975,OCNT-2317134,4x1f,success
A1975,OCNT-2317134,4x1g,success
A1975,OCNT-2317134,4xhd,success
A1975,OCNT-2317134,5a86,success
A1975,OCNT-2317134,5x0r,success
A1975,OCNT-2317134,6bns,success
A1975,OCNT-2317134,6dup,success
A1975,OCNT-2317134,6hj2,success
A1975,OCNT-2317134,6hty,success
A1975,OCNT-2317134,6nx1,success
A1975,OCNT-2317134,6p2b,success
A1975,OCNT-2317134,6s41,success
A1975,OCNT-2317134,6tfi,success
A1975,OCNT-2317134,6xp9,success
A1975,OCNT-2317134,7ax9,success
A1975,OCNT-2317134,7axa,success
A1975,OCNT-2317134,7axb,success
A1975,OCNT-2317134,7axc,success
A1975,OCNT-2317134,7axd,success
A1975,OCNT-2317134,7axe,success
A1975,OCNT-2317134,7axf,success
A1975,OCNT-2317134,7axg,success
A1975,OCNT-2317134,7axh,success
A1975,OCNT-2317134,7axi,success
A1975,OCNT-2317134,7axj,success
A1975,OCNT-2317134,7axk,success
A1975,OCNT-2317134,7axl,success
A1975,OCNT-2317134,7n2a,success
A1975,OCNT-2317134,7rio,success
A1975,OCNT-2317134,7riu,success
A1975,OCNT-2317134,7riv,success
A1975,OCNT-2317134,7yfk,success
A1975,OCNT-2317134,8cct,success
A1975,OCNT-2317134,8cf9,success
A1975,OCNT-2317134,8ch8,success
A1975,OCNT-2317134,8e3n,success
A1975,OCNT-2317134,8eqz,success
A1975,OCNT-2317134,8f5y,success
A1975,OCNT-2317134,8fpe,success
A1975,OCNT-2317134,8r00,success
A1975,OCNT-2317134,8r81,success
A1975,OCNT-2317134,8r82,success
A1975,OCNT-2317134,8svo,success
A1975,OCNT-2317134,8svp,success
A1975,OCNT-2317134,8svq,success
A1975,OCNT-2317134,8svr,success
A1975,OCNT-2317134,8svs,success
A1975,OCNT-2317134,8svt,success
A1975,OCNT-2317134,8svx,success
A1975,OCNT-2317134,8szv,success
A1975,OCNT-2317134,9beq,success
A1975,OCNT-2317134,9fzi,success
A1975,OCNT-2317134,9fzj,success
