cluster_id,ligand_name,pdb_id,status
A1938,OCNT-2317528,1m13,success
A1938,OCNT-2317528,1nrl,success
A1938,OCNT-2317528,1skx,success
A1938,OCNT-2317528,2o9i,success
A1938,OCNT-2317528,2qnv,success
A1938,OCNT-2317528,3hvl,success
A1938,OCNT-2317528,3r8d,success
A1938,OCNT-2317528,4ny9,success
A1938,OCNT-2317528,4s0t,success
A1938,OCNT-2317528,4x1f,success
A1938,OCNT-2317528,4x1g,success
A1938,OCNT-2317528,4xhd,success
A1938,OCNT-2317528,5a86,success
A1938,OCNT-2317528,5x0r,success
A1938,OCNT-2317528,6bns,success
A1938,OCNT-2317528,6dup,success
A1938,OCNT-2317528,6hj2,success
A1938,OCNT-2317528,6hty,success
A1938,OCNT-2317528,6nx1,success
A1938,OCNT-2317528,6p2b,success
A1938,OCNT-2317528,6s41,success
A1938,OCNT-2317528,6tfi,success
A1938,OCNT-2317528,6xp9,success
A1938,OCNT-2317528,7ax9,success
A1938,OCNT-2317528,7axa,success
A1938,OCNT-2317528,7axb,success
A1938,OCNT-2317528,7axc,success
A1938,OCNT-2317528,7axd,success
A1938,OCNT-2317528,7axe,success
A1938,OCNT-2317528,7axf,success
A1938,OCNT-2317528,7axg,success
A1938,OCNT-2317528,7axh,success
A1938,OCNT-2317528,7axi,success
A1938,OCNT-2317528,7axj,success
A1938,OCNT-2317528,7axk,success
A1938,OCNT-2317528,7axl,success
A1938,OCNT-2317528,7n2a,success
A1938,OCNT-2317528,7rio,success
A1938,OCNT-2317528,7riu,success
A1938,OCNT-2317528,7riv,success
A1938,OCNT-2317528,7yfk,success
A1938,OCNT-2317528,8cct,success
A1938,OCNT-2317528,8cf9,success
A1938,OCNT-2317528,8ch8,success
A1938,OCNT-2317528,8e3n,success
A1938,OCNT-2317528,8eqz,success
A1938,OCNT-2317528,8f5y,success
A1938,OCNT-2317528,8fpe,success
A1938,OCNT-2317528,8r00,success
A1938,OCNT-2317528,8r81,success
A1938,OCNT-2317528,8r82,success
A1938,OCNT-2317528,8svo,success
A1938,OCNT-2317528,8svp,success
A1938,OCNT-2317528,8svq,success
A1938,OCNT-2317528,8svr,success
A1938,OCNT-2317528,8svs,success
A1938,OCNT-2317528,8svt,success
A1938,OCNT-2317528,8svx,success
A1938,OCNT-2317528,8szv,success
A1938,OCNT-2317528,9beq,success
A1938,OCNT-2317528,9fzi,success
A1938,OCNT-2317528,9fzj,success
