cluster_id,ligand_name,pdb_id,status
T403,OADMET-0006199,1m13,success
T403,OADMET-0006199,1nrl,success
T403,OADMET-0006199,1skx,success
T403,OADMET-0006199,2o9i,success
T403,OADMET-0006199,2qnv,success
T403,OADMET-0006199,3hvl,success
T403,OADMET-0006199,3r8d,success
T403,OADMET-0006199,4ny9,success
T403,OADMET-0006199,4s0t,success
T403,OADMET-0006199,4x1f,success
T403,OADMET-0006199,4x1g,success
T403,OADMET-0006199,4xhd,success
T403,OADMET-0006199,5a86,success
T403,OADMET-0006199,5x0r,success
T403,OADMET-0006199,6bns,success
T403,OADMET-0006199,6dup,success
T403,OADMET-0006199,6hj2,success
T403,OADMET-0006199,6hty,success
T403,OADMET-0006199,6nx1,success
T403,OADMET-0006199,6p2b,success
T403,OADMET-0006199,6s41,success
T403,OADMET-0006199,6tfi,success
T403,OADMET-0006199,6xp9,success
T403,OADMET-0006199,7ax9,success
T403,OADMET-0006199,7axa,success
T403,OADMET-0006199,7axb,success
T403,OADMET-0006199,7axc,success
T403,OADMET-0006199,7axd,success
T403,OADMET-0006199,7axe,success
T403,OADMET-0006199,7axf,success
T403,OADMET-0006199,7axg,success
T403,OADMET-0006199,7axh,success
T403,OADMET-0006199,7axi,success
T403,OADMET-0006199,7axj,success
T403,OADMET-0006199,7axk,success
T403,OADMET-0006199,7axl,success
T403,OADMET-0006199,7n2a,success
T403,OADMET-0006199,7rio,success
T403,OADMET-0006199,7riu,success
T403,OADMET-0006199,7riv,success
T403,OADMET-0006199,7yfk,success
T403,OADMET-0006199,8cct,success
T403,OADMET-0006199,8cf9,success
T403,OADMET-0006199,8ch8,success
T403,OADMET-0006199,8e3n,success
T403,OADMET-0006199,8eqz,success
T403,OADMET-0006199,8f5y,success
T403,OADMET-0006199,8fpe,success
T403,OADMET-0006199,8r00,success
T403,OADMET-0006199,8r81,success
T403,OADMET-0006199,8r82,success
T403,OADMET-0006199,8svo,success
T403,OADMET-0006199,8svp,success
T403,OADMET-0006199,8svq,success
T403,OADMET-0006199,8svr,success
T403,OADMET-0006199,8svs,success
T403,OADMET-0006199,8svt,success
T403,OADMET-0006199,8svx,success
T403,OADMET-0006199,8szv,success
T403,OADMET-0006199,9beq,success
T403,OADMET-0006199,9fzi,success
T403,OADMET-0006199,9fzj,success
