cluster_id,ligand_name,pdb_id,status
A1886,OCNT-2318184,1m13,success
A1886,OCNT-2318184,1nrl,success
A1886,OCNT-2318184,1skx,success
A1886,OCNT-2318184,2o9i,success
A1886,OCNT-2318184,2qnv,success
A1886,OCNT-2318184,3hvl,success
A1886,OCNT-2318184,3r8d,success
A1886,OCNT-2318184,4ny9,success
A1886,OCNT-2318184,4s0t,success
A1886,OCNT-2318184,4x1f,success
A1886,OCNT-2318184,4x1g,success
A1886,OCNT-2318184,4xhd,success
A1886,OCNT-2318184,5a86,success
A1886,OCNT-2318184,5x0r,success
A1886,OCNT-2318184,6bns,success
A1886,OCNT-2318184,6dup,success
A1886,OCNT-2318184,6hj2,success
A1886,OCNT-2318184,6hty,success
A1886,OCNT-2318184,6nx1,success
A1886,OCNT-2318184,6p2b,success
A1886,OCNT-2318184,6s41,success
A1886,OCNT-2318184,6tfi,success
A1886,OCNT-2318184,6xp9,success
A1886,OCNT-2318184,7ax9,success
A1886,OCNT-2318184,7axa,success
A1886,OCNT-2318184,7axb,success
A1886,OCNT-2318184,7axc,success
A1886,OCNT-2318184,7axd,success
A1886,OCNT-2318184,7axe,success
A1886,OCNT-2318184,7axf,success
A1886,OCNT-2318184,7axg,success
A1886,OCNT-2318184,7axh,success
A1886,OCNT-2318184,7axi,success
A1886,OCNT-2318184,7axj,success
A1886,OCNT-2318184,7axk,success
A1886,OCNT-2318184,7axl,success
A1886,OCNT-2318184,7n2a,success
A1886,OCNT-2318184,7rio,success
A1886,OCNT-2318184,7riu,success
A1886,OCNT-2318184,7riv,success
A1886,OCNT-2318184,7yfk,success
A1886,OCNT-2318184,8cct,success
A1886,OCNT-2318184,8cf9,success
A1886,OCNT-2318184,8ch8,success
A1886,OCNT-2318184,8e3n,success
A1886,OCNT-2318184,8eqz,success
A1886,OCNT-2318184,8f5y,success
A1886,OCNT-2318184,8fpe,success
A1886,OCNT-2318184,8r00,success
A1886,OCNT-2318184,8r81,success
A1886,OCNT-2318184,8r82,success
A1886,OCNT-2318184,8svo,success
A1886,OCNT-2318184,8svp,success
A1886,OCNT-2318184,8svq,success
A1886,OCNT-2318184,8svr,success
A1886,OCNT-2318184,8svs,success
A1886,OCNT-2318184,8svt,success
A1886,OCNT-2318184,8svx,success
A1886,OCNT-2318184,8szv,success
A1886,OCNT-2318184,9beq,success
A1886,OCNT-2318184,9fzi,success
A1886,OCNT-2318184,9fzj,success
