cluster_id,ligand_name,pdb_id,status
T359,OADMET-0006245,1m13,success
T359,OADMET-0006245,1nrl,success
T359,OADMET-0006245,1skx,success
T359,OADMET-0006245,2o9i,success
T359,OADMET-0006245,2qnv,success
T359,OADMET-0006245,3hvl,success
T359,OADMET-0006245,3r8d,success
T359,OADMET-0006245,4ny9,success
T359,OADMET-0006245,4s0t,success
T359,OADMET-0006245,4x1f,success
T359,OADMET-0006245,4x1g,success
T359,OADMET-0006245,4xhd,success
T359,OADMET-0006245,5a86,success
T359,OADMET-0006245,5x0r,success
T359,OADMET-0006245,6bns,success
T359,OADMET-0006245,6dup,success
T359,OADMET-0006245,6hj2,success
T359,OADMET-0006245,6hty,success
T359,OADMET-0006245,6nx1,success
T359,OADMET-0006245,6p2b,success
T359,OADMET-0006245,6s41,success
T359,OADMET-0006245,6tfi,success
T359,OADMET-0006245,6xp9,success
T359,OADMET-0006245,7ax9,success
T359,OADMET-0006245,7axa,success
T359,OADMET-0006245,7axb,success
T359,OADMET-0006245,7axc,success
T359,OADMET-0006245,7axd,success
T359,OADMET-0006245,7axe,success
T359,OADMET-0006245,7axf,success
T359,OADMET-0006245,7axg,success
T359,OADMET-0006245,7axh,success
T359,OADMET-0006245,7axi,success
T359,OADMET-0006245,7axj,success
T359,OADMET-0006245,7axk,success
T359,OADMET-0006245,7axl,success
T359,OADMET-0006245,7n2a,success
T359,OADMET-0006245,7rio,success
T359,OADMET-0006245,7riu,success
T359,OADMET-0006245,7riv,success
T359,OADMET-0006245,7yfk,success
T359,OADMET-0006245,8cct,success
T359,OADMET-0006245,8cf9,success
T359,OADMET-0006245,8ch8,success
T359,OADMET-0006245,8e3n,success
T359,OADMET-0006245,8eqz,success
T359,OADMET-0006245,8f5y,success
T359,OADMET-0006245,8fpe,success
T359,OADMET-0006245,8r00,success
T359,OADMET-0006245,8r81,success
T359,OADMET-0006245,8r82,success
T359,OADMET-0006245,8svo,success
T359,OADMET-0006245,8svp,success
T359,OADMET-0006245,8svq,success
T359,OADMET-0006245,8svr,success
T359,OADMET-0006245,8svs,success
T359,OADMET-0006245,8svt,success
T359,OADMET-0006245,8svx,success
T359,OADMET-0006245,8szv,success
T359,OADMET-0006245,9beq,success
T359,OADMET-0006245,9fzi,success
T359,OADMET-0006245,9fzj,success
