cluster_id,ligand_name,pdb_id,status
T358,OADMET-0006246,1m13,success
T358,OADMET-0006246,1nrl,success
T358,OADMET-0006246,1skx,success
T358,OADMET-0006246,2o9i,success
T358,OADMET-0006246,2qnv,success
T358,OADMET-0006246,3hvl,success
T358,OADMET-0006246,3r8d,success
T358,OADMET-0006246,4ny9,success
T358,OADMET-0006246,4s0t,success
T358,OADMET-0006246,4x1f,success
T358,OADMET-0006246,4x1g,success
T358,OADMET-0006246,4xhd,success
T358,OADMET-0006246,5a86,success
T358,OADMET-0006246,5x0r,success
T358,OADMET-0006246,6bns,success
T358,OADMET-0006246,6dup,success
T358,OADMET-0006246,6hj2,success
T358,OADMET-0006246,6hty,success
T358,OADMET-0006246,6nx1,success
T358,OADMET-0006246,6p2b,success
T358,OADMET-0006246,6s41,success
T358,OADMET-0006246,6tfi,success
T358,OADMET-0006246,6xp9,success
T358,OADMET-0006246,7ax9,success
T358,OADMET-0006246,7axa,success
T358,OADMET-0006246,7axb,success
T358,OADMET-0006246,7axc,success
T358,OADMET-0006246,7axd,success
T358,OADMET-0006246,7axe,success
T358,OADMET-0006246,7axf,success
T358,OADMET-0006246,7axg,success
T358,OADMET-0006246,7axh,success
T358,OADMET-0006246,7axi,success
T358,OADMET-0006246,7axj,success
T358,OADMET-0006246,7axk,success
T358,OADMET-0006246,7axl,success
T358,OADMET-0006246,7n2a,success
T358,OADMET-0006246,7rio,success
T358,OADMET-0006246,7riu,success
T358,OADMET-0006246,7riv,success
T358,OADMET-0006246,7yfk,success
T358,OADMET-0006246,8cct,success
T358,OADMET-0006246,8cf9,success
T358,OADMET-0006246,8ch8,success
T358,OADMET-0006246,8e3n,success
T358,OADMET-0006246,8eqz,success
T358,OADMET-0006246,8f5y,success
T358,OADMET-0006246,8fpe,success
T358,OADMET-0006246,8r00,success
T358,OADMET-0006246,8r81,success
T358,OADMET-0006246,8r82,success
T358,OADMET-0006246,8svo,success
T358,OADMET-0006246,8svp,success
T358,OADMET-0006246,8svq,success
T358,OADMET-0006246,8svr,success
T358,OADMET-0006246,8svs,success
T358,OADMET-0006246,8svt,success
T358,OADMET-0006246,8svx,success
T358,OADMET-0006246,8szv,success
T358,OADMET-0006246,9beq,success
T358,OADMET-0006246,9fzi,success
T358,OADMET-0006246,9fzj,success
