cluster_id,ligand_name,pdb_id,status
T265,OADMET-0006341,1m13,success
T265,OADMET-0006341,1nrl,success
T265,OADMET-0006341,1skx,success
T265,OADMET-0006341,2o9i,success
T265,OADMET-0006341,2qnv,success
T265,OADMET-0006341,3hvl,success
T265,OADMET-0006341,3r8d,success
T265,OADMET-0006341,4ny9,success
T265,OADMET-0006341,4s0t,success
T265,OADMET-0006341,4x1f,success
T265,OADMET-0006341,4x1g,success
T265,OADMET-0006341,4xhd,success
T265,OADMET-0006341,5a86,success
T265,OADMET-0006341,5x0r,success
T265,OADMET-0006341,6bns,success
T265,OADMET-0006341,6dup,success
T265,OADMET-0006341,6hj2,success
T265,OADMET-0006341,6hty,success
T265,OADMET-0006341,6nx1,success
T265,OADMET-0006341,6p2b,success
T265,OADMET-0006341,6s41,success
T265,OADMET-0006341,6tfi,success
T265,OADMET-0006341,6xp9,success
T265,OADMET-0006341,7ax9,success
T265,OADMET-0006341,7axa,success
T265,OADMET-0006341,7axb,success
T265,OADMET-0006341,7axc,success
T265,OADMET-0006341,7axd,success
T265,OADMET-0006341,7axe,success
T265,OADMET-0006341,7axf,success
T265,OADMET-0006341,7axg,success
T265,OADMET-0006341,7axh,success
T265,OADMET-0006341,7axi,success
T265,OADMET-0006341,7axj,success
T265,OADMET-0006341,7axk,success
T265,OADMET-0006341,7axl,success
T265,OADMET-0006341,7n2a,success
T265,OADMET-0006341,7rio,success
T265,OADMET-0006341,7riu,success
T265,OADMET-0006341,7riv,success
T265,OADMET-0006341,7yfk,success
T265,OADMET-0006341,8cct,success
T265,OADMET-0006341,8cf9,success
T265,OADMET-0006341,8ch8,success
T265,OADMET-0006341,8e3n,success
T265,OADMET-0006341,8eqz,success
T265,OADMET-0006341,8f5y,success
T265,OADMET-0006341,8fpe,success
T265,OADMET-0006341,8r00,success
T265,OADMET-0006341,8r81,success
T265,OADMET-0006341,8r82,success
T265,OADMET-0006341,8svo,success
T265,OADMET-0006341,8svp,success
T265,OADMET-0006341,8svq,success
T265,OADMET-0006341,8svr,success
T265,OADMET-0006341,8svs,success
T265,OADMET-0006341,8svt,success
T265,OADMET-0006341,8svx,success
T265,OADMET-0006341,8szv,success
T265,OADMET-0006341,9beq,success
T265,OADMET-0006341,9fzi,success
T265,OADMET-0006341,9fzj,success
