cluster_id,ligand_name,pdb_id,status
A2101,OCNT-2315609,1m13,success
A2101,OCNT-2315609,1nrl,success
A2101,OCNT-2315609,1skx,success
A2101,OCNT-2315609,2o9i,success
A2101,OCNT-2315609,2qnv,success
A2101,OCNT-2315609,3hvl,success
A2101,OCNT-2315609,3r8d,success
A2101,OCNT-2315609,4ny9,success
A2101,OCNT-2315609,4s0t,success
A2101,OCNT-2315609,4x1f,success
A2101,OCNT-2315609,4x1g,success
A2101,OCNT-2315609,4xhd,success
A2101,OCNT-2315609,5a86,success
A2101,OCNT-2315609,5x0r,success
A2101,OCNT-2315609,6bns,success
A2101,OCNT-2315609,6dup,success
A2101,OCNT-2315609,6hj2,success
A2101,OCNT-2315609,6hty,success
A2101,OCNT-2315609,6nx1,success
A2101,OCNT-2315609,6p2b,success
A2101,OCNT-2315609,6s41,success
A2101,OCNT-2315609,6tfi,success
A2101,OCNT-2315609,6xp9,success
A2101,OCNT-2315609,7ax9,success
A2101,OCNT-2315609,7axa,success
A2101,OCNT-2315609,7axb,success
A2101,OCNT-2315609,7axc,success
A2101,OCNT-2315609,7axd,success
A2101,OCNT-2315609,7axe,success
A2101,OCNT-2315609,7axf,success
A2101,OCNT-2315609,7axg,success
A2101,OCNT-2315609,7axh,success
A2101,OCNT-2315609,7axi,success
A2101,OCNT-2315609,7axj,success
A2101,OCNT-2315609,7axk,success
A2101,OCNT-2315609,7axl,success
A2101,OCNT-2315609,7n2a,success
A2101,OCNT-2315609,7rio,success
A2101,OCNT-2315609,7riu,success
A2101,OCNT-2315609,7riv,success
A2101,OCNT-2315609,7yfk,success
A2101,OCNT-2315609,8cct,success
A2101,OCNT-2315609,8cf9,success
A2101,OCNT-2315609,8ch8,success
A2101,OCNT-2315609,8e3n,success
A2101,OCNT-2315609,8eqz,success
A2101,OCNT-2315609,8f5y,success
A2101,OCNT-2315609,8fpe,success
A2101,OCNT-2315609,8r00,success
A2101,OCNT-2315609,8r81,success
A2101,OCNT-2315609,8r82,success
A2101,OCNT-2315609,8svo,success
A2101,OCNT-2315609,8svp,success
A2101,OCNT-2315609,8svq,success
A2101,OCNT-2315609,8svr,success
A2101,OCNT-2315609,8svs,success
A2101,OCNT-2315609,8svt,success
A2101,OCNT-2315609,8svx,success
A2101,OCNT-2315609,8szv,success
A2101,OCNT-2315609,9beq,success
A2101,OCNT-2315609,9fzi,success
A2101,OCNT-2315609,9fzj,success
