cluster_id,ligand_name,pdb_id,status
T342,OADMET-0006264,1m13,success
T342,OADMET-0006264,1nrl,success
T342,OADMET-0006264,1skx,success
T342,OADMET-0006264,2o9i,success
T342,OADMET-0006264,2qnv,success
T342,OADMET-0006264,3hvl,success
T342,OADMET-0006264,3r8d,success
T342,OADMET-0006264,4ny9,success
T342,OADMET-0006264,4s0t,success
T342,OADMET-0006264,4x1f,success
T342,OADMET-0006264,4x1g,success
T342,OADMET-0006264,4xhd,success
T342,OADMET-0006264,5a86,success
T342,OADMET-0006264,5x0r,success
T342,OADMET-0006264,6bns,success
T342,OADMET-0006264,6dup,success
T342,OADMET-0006264,6hj2,success
T342,OADMET-0006264,6hty,success
T342,OADMET-0006264,6nx1,success
T342,OADMET-0006264,6p2b,success
T342,OADMET-0006264,6s41,success
T342,OADMET-0006264,6tfi,success
T342,OADMET-0006264,6xp9,success
T342,OADMET-0006264,7ax9,success
T342,OADMET-0006264,7axa,success
T342,OADMET-0006264,7axb,success
T342,OADMET-0006264,7axc,success
T342,OADMET-0006264,7axd,success
T342,OADMET-0006264,7axe,success
T342,OADMET-0006264,7axf,success
T342,OADMET-0006264,7axg,success
T342,OADMET-0006264,7axh,success
T342,OADMET-0006264,7axi,success
T342,OADMET-0006264,7axj,success
T342,OADMET-0006264,7axk,success
T342,OADMET-0006264,7axl,success
T342,OADMET-0006264,7n2a,success
T342,OADMET-0006264,7rio,success
T342,OADMET-0006264,7riu,success
T342,OADMET-0006264,7riv,success
T342,OADMET-0006264,7yfk,success
T342,OADMET-0006264,8cct,success
T342,OADMET-0006264,8cf9,success
T342,OADMET-0006264,8ch8,success
T342,OADMET-0006264,8e3n,success
T342,OADMET-0006264,8eqz,success
T342,OADMET-0006264,8f5y,success
T342,OADMET-0006264,8fpe,success
T342,OADMET-0006264,8r00,success
T342,OADMET-0006264,8r81,success
T342,OADMET-0006264,8r82,success
T342,OADMET-0006264,8svo,success
T342,OADMET-0006264,8svp,success
T342,OADMET-0006264,8svq,success
T342,OADMET-0006264,8svr,success
T342,OADMET-0006264,8svs,success
T342,OADMET-0006264,8svt,success
T342,OADMET-0006264,8svx,success
T342,OADMET-0006264,8szv,success
T342,OADMET-0006264,9beq,success
T342,OADMET-0006264,9fzi,success
T342,OADMET-0006264,9fzj,success
