cluster_id,ligand_name,pdb_id,status
277,OADMET-0006126,1m13,success
277,OADMET-0006126,1nrl,success
277,OADMET-0006126,1skx,success
277,OADMET-0006126,2o9i,success
277,OADMET-0006126,2qnv,success
277,OADMET-0006126,3hvl,success
277,OADMET-0006126,3r8d,success
277,OADMET-0006126,4ny9,success
277,OADMET-0006126,4s0t,success
277,OADMET-0006126,4x1f,success
277,OADMET-0006126,4x1g,success
277,OADMET-0006126,4xhd,success
277,OADMET-0006126,5a86,success
277,OADMET-0006126,5x0r,success
277,OADMET-0006126,6bns,success
277,OADMET-0006126,6dup,success
277,OADMET-0006126,6hj2,success
277,OADMET-0006126,6hty,success
277,OADMET-0006126,6nx1,success
277,OADMET-0006126,6p2b,success
277,OADMET-0006126,6s41,success
277,OADMET-0006126,6tfi,success
277,OADMET-0006126,6xp9,success
277,OADMET-0006126,7ax9,success
277,OADMET-0006126,7axa,success
277,OADMET-0006126,7axb,success
277,OADMET-0006126,7axc,success
277,OADMET-0006126,7axd,success
277,OADMET-0006126,7axe,success
277,OADMET-0006126,7axf,success
277,OADMET-0006126,7axg,success
277,OADMET-0006126,7axh,success
277,OADMET-0006126,7axi,success
277,OADMET-0006126,7axj,success
277,OADMET-0006126,7axk,success
277,OADMET-0006126,7axl,success
277,OADMET-0006126,7n2a,success
277,OADMET-0006126,7rio,success
277,OADMET-0006126,7riu,success
277,OADMET-0006126,7riv,success
277,OADMET-0006126,7yfk,success
277,OADMET-0006126,8cct,success
277,OADMET-0006126,8cf9,success
277,OADMET-0006126,8ch8,success
277,OADMET-0006126,8e3n,success
277,OADMET-0006126,8eqz,success
277,OADMET-0006126,8f5y,success
277,OADMET-0006126,8fpe,success
277,OADMET-0006126,8r00,success
277,OADMET-0006126,8r81,success
277,OADMET-0006126,8r82,success
277,OADMET-0006126,8svo,success
277,OADMET-0006126,8svp,success
277,OADMET-0006126,8svq,success
277,OADMET-0006126,8svr,success
277,OADMET-0006126,8svs,success
277,OADMET-0006126,8svt,success
277,OADMET-0006126,8svx,success
277,OADMET-0006126,8szv,success
277,OADMET-0006126,9beq,success
277,OADMET-0006126,9fzi,success
277,OADMET-0006126,9fzj,success
