cluster_id,ligand_name,pdb_id,status
T366,OADMET-0006238,1m13,success
T366,OADMET-0006238,1nrl,success
T366,OADMET-0006238,1skx,success
T366,OADMET-0006238,2o9i,success
T366,OADMET-0006238,2qnv,success
T366,OADMET-0006238,3hvl,success
T366,OADMET-0006238,3r8d,success
T366,OADMET-0006238,4ny9,success
T366,OADMET-0006238,4s0t,success
T366,OADMET-0006238,4x1f,success
T366,OADMET-0006238,4x1g,success
T366,OADMET-0006238,4xhd,success
T366,OADMET-0006238,5a86,success
T366,OADMET-0006238,5x0r,success
T366,OADMET-0006238,6bns,success
T366,OADMET-0006238,6dup,success
T366,OADMET-0006238,6hj2,success
T366,OADMET-0006238,6hty,success
T366,OADMET-0006238,6nx1,success
T366,OADMET-0006238,6p2b,success
T366,OADMET-0006238,6s41,success
T366,OADMET-0006238,6tfi,success
T366,OADMET-0006238,6xp9,success
T366,OADMET-0006238,7ax9,success
T366,OADMET-0006238,7axa,success
T366,OADMET-0006238,7axb,success
T366,OADMET-0006238,7axc,success
T366,OADMET-0006238,7axd,success
T366,OADMET-0006238,7axe,success
T366,OADMET-0006238,7axf,success
T366,OADMET-0006238,7axg,success
T366,OADMET-0006238,7axh,success
T366,OADMET-0006238,7axi,success
T366,OADMET-0006238,7axj,success
T366,OADMET-0006238,7axk,success
T366,OADMET-0006238,7axl,success
T366,OADMET-0006238,7n2a,success
T366,OADMET-0006238,7rio,success
T366,OADMET-0006238,7riu,success
T366,OADMET-0006238,7riv,success
T366,OADMET-0006238,7yfk,success
T366,OADMET-0006238,8cct,success
T366,OADMET-0006238,8cf9,success
T366,OADMET-0006238,8ch8,success
T366,OADMET-0006238,8e3n,success
T366,OADMET-0006238,8eqz,success
T366,OADMET-0006238,8f5y,success
T366,OADMET-0006238,8fpe,success
T366,OADMET-0006238,8r00,success
T366,OADMET-0006238,8r81,success
T366,OADMET-0006238,8r82,success
T366,OADMET-0006238,8svo,success
T366,OADMET-0006238,8svp,success
T366,OADMET-0006238,8svq,success
T366,OADMET-0006238,8svr,success
T366,OADMET-0006238,8svs,success
T366,OADMET-0006238,8svt,success
T366,OADMET-0006238,8svx,success
T366,OADMET-0006238,8szv,success
T366,OADMET-0006238,9beq,success
T366,OADMET-0006238,9fzi,success
T366,OADMET-0006238,9fzj,success
