cluster_id,ligand_name,pdb_id,status
A2058,OCNT-2316154,1m13,success
A2058,OCNT-2316154,1nrl,success
A2058,OCNT-2316154,1skx,success
A2058,OCNT-2316154,2o9i,success
A2058,OCNT-2316154,2qnv,success
A2058,OCNT-2316154,3hvl,success
A2058,OCNT-2316154,3r8d,success
A2058,OCNT-2316154,4ny9,success
A2058,OCNT-2316154,4s0t,success
A2058,OCNT-2316154,4x1f,success
A2058,OCNT-2316154,4x1g,success
A2058,OCNT-2316154,4xhd,success
A2058,OCNT-2316154,5a86,success
A2058,OCNT-2316154,5x0r,success
A2058,OCNT-2316154,6bns,success
A2058,OCNT-2316154,6dup,success
A2058,OCNT-2316154,6hj2,success
A2058,OCNT-2316154,6hty,success
A2058,OCNT-2316154,6nx1,success
A2058,OCNT-2316154,6p2b,success
A2058,OCNT-2316154,6s41,success
A2058,OCNT-2316154,6tfi,success
A2058,OCNT-2316154,6xp9,success
A2058,OCNT-2316154,7ax9,success
A2058,OCNT-2316154,7axa,success
A2058,OCNT-2316154,7axb,success
A2058,OCNT-2316154,7axc,success
A2058,OCNT-2316154,7axd,success
A2058,OCNT-2316154,7axe,success
A2058,OCNT-2316154,7axf,success
A2058,OCNT-2316154,7axg,success
A2058,OCNT-2316154,7axh,success
A2058,OCNT-2316154,7axi,success
A2058,OCNT-2316154,7axj,success
A2058,OCNT-2316154,7axk,success
A2058,OCNT-2316154,7axl,success
A2058,OCNT-2316154,7n2a,success
A2058,OCNT-2316154,7rio,success
A2058,OCNT-2316154,7riu,success
A2058,OCNT-2316154,7riv,success
A2058,OCNT-2316154,7yfk,success
A2058,OCNT-2316154,8cct,success
A2058,OCNT-2316154,8cf9,success
A2058,OCNT-2316154,8ch8,success
A2058,OCNT-2316154,8e3n,success
A2058,OCNT-2316154,8eqz,success
A2058,OCNT-2316154,8f5y,success
A2058,OCNT-2316154,8fpe,success
A2058,OCNT-2316154,8r00,success
A2058,OCNT-2316154,8r81,success
A2058,OCNT-2316154,8r82,success
A2058,OCNT-2316154,8svo,success
A2058,OCNT-2316154,8svp,success
A2058,OCNT-2316154,8svq,success
A2058,OCNT-2316154,8svr,success
A2058,OCNT-2316154,8svs,success
A2058,OCNT-2316154,8svt,success
A2058,OCNT-2316154,8svx,success
A2058,OCNT-2316154,8szv,success
A2058,OCNT-2316154,9beq,success
A2058,OCNT-2316154,9fzi,success
A2058,OCNT-2316154,9fzj,success
