cluster_id,ligand_name,pdb_id,status
A2593,OCNT-2311117,1m13,success
A2593,OCNT-2311117,1nrl,success
A2593,OCNT-2311117,1skx,success
A2593,OCNT-2311117,2o9i,success
A2593,OCNT-2311117,2qnv,success
A2593,OCNT-2311117,3hvl,success
A2593,OCNT-2311117,3r8d,success
A2593,OCNT-2311117,4ny9,success
A2593,OCNT-2311117,4s0t,success
A2593,OCNT-2311117,4x1f,success
A2593,OCNT-2311117,4x1g,success
A2593,OCNT-2311117,4xhd,success
A2593,OCNT-2311117,5a86,success
A2593,OCNT-2311117,5x0r,success
A2593,OCNT-2311117,6bns,success
A2593,OCNT-2311117,6dup,success
A2593,OCNT-2311117,6hj2,success
A2593,OCNT-2311117,6hty,success
A2593,OCNT-2311117,6nx1,success
A2593,OCNT-2311117,6p2b,success
A2593,OCNT-2311117,6s41,success
A2593,OCNT-2311117,6tfi,success
A2593,OCNT-2311117,6xp9,success
A2593,OCNT-2311117,7ax9,success
A2593,OCNT-2311117,7axa,success
A2593,OCNT-2311117,7axb,success
A2593,OCNT-2311117,7axc,success
A2593,OCNT-2311117,7axd,success
A2593,OCNT-2311117,7axe,success
A2593,OCNT-2311117,7axf,success
A2593,OCNT-2311117,7axg,success
A2593,OCNT-2311117,7axh,success
A2593,OCNT-2311117,7axi,success
A2593,OCNT-2311117,7axj,success
A2593,OCNT-2311117,7axk,success
A2593,OCNT-2311117,7axl,success
A2593,OCNT-2311117,7n2a,success
A2593,OCNT-2311117,7rio,success
A2593,OCNT-2311117,7riu,success
A2593,OCNT-2311117,7riv,success
A2593,OCNT-2311117,7yfk,success
A2593,OCNT-2311117,8cct,success
A2593,OCNT-2311117,8cf9,success
A2593,OCNT-2311117,8ch8,success
A2593,OCNT-2311117,8e3n,success
A2593,OCNT-2311117,8eqz,success
A2593,OCNT-2311117,8f5y,success
A2593,OCNT-2311117,8fpe,success
A2593,OCNT-2311117,8r00,success
A2593,OCNT-2311117,8r81,success
A2593,OCNT-2311117,8r82,success
A2593,OCNT-2311117,8svo,success
A2593,OCNT-2311117,8svp,success
A2593,OCNT-2311117,8svq,success
A2593,OCNT-2311117,8svr,success
A2593,OCNT-2311117,8svs,success
A2593,OCNT-2311117,8svt,success
A2593,OCNT-2311117,8svx,success
A2593,OCNT-2311117,8szv,success
A2593,OCNT-2311117,9beq,success
A2593,OCNT-2311117,9fzi,success
A2593,OCNT-2311117,9fzj,success
