cluster_id,ligand_name,pdb_id,status
A2077,OCNT-2315950,1m13,success
A2077,OCNT-2315950,1nrl,success
A2077,OCNT-2315950,1skx,success
A2077,OCNT-2315950,2o9i,success
A2077,OCNT-2315950,2qnv,success
A2077,OCNT-2315950,3hvl,success
A2077,OCNT-2315950,3r8d,success
A2077,OCNT-2315950,4ny9,success
A2077,OCNT-2315950,4s0t,success
A2077,OCNT-2315950,4x1f,success
A2077,OCNT-2315950,4x1g,success
A2077,OCNT-2315950,4xhd,success
A2077,OCNT-2315950,5a86,success
A2077,OCNT-2315950,5x0r,success
A2077,OCNT-2315950,6bns,success
A2077,OCNT-2315950,6dup,success
A2077,OCNT-2315950,6hj2,success
A2077,OCNT-2315950,6hty,success
A2077,OCNT-2315950,6nx1,success
A2077,OCNT-2315950,6p2b,success
A2077,OCNT-2315950,6s41,success
A2077,OCNT-2315950,6tfi,success
A2077,OCNT-2315950,6xp9,success
A2077,OCNT-2315950,7ax9,success
A2077,OCNT-2315950,7axa,success
A2077,OCNT-2315950,7axb,success
A2077,OCNT-2315950,7axc,success
A2077,OCNT-2315950,7axd,success
A2077,OCNT-2315950,7axe,success
A2077,OCNT-2315950,7axf,success
A2077,OCNT-2315950,7axg,success
A2077,OCNT-2315950,7axh,success
A2077,OCNT-2315950,7axi,success
A2077,OCNT-2315950,7axj,success
A2077,OCNT-2315950,7axk,success
A2077,OCNT-2315950,7axl,success
A2077,OCNT-2315950,7n2a,success
A2077,OCNT-2315950,7rio,success
A2077,OCNT-2315950,7riu,success
A2077,OCNT-2315950,7riv,success
A2077,OCNT-2315950,7yfk,success
A2077,OCNT-2315950,8cct,success
A2077,OCNT-2315950,8cf9,success
A2077,OCNT-2315950,8ch8,success
A2077,OCNT-2315950,8e3n,success
A2077,OCNT-2315950,8eqz,success
A2077,OCNT-2315950,8f5y,success
A2077,OCNT-2315950,8fpe,success
A2077,OCNT-2315950,8r00,success
A2077,OCNT-2315950,8r81,success
A2077,OCNT-2315950,8r82,success
A2077,OCNT-2315950,8svo,success
A2077,OCNT-2315950,8svp,success
A2077,OCNT-2315950,8svq,success
A2077,OCNT-2315950,8svr,success
A2077,OCNT-2315950,8svs,success
A2077,OCNT-2315950,8svt,success
A2077,OCNT-2315950,8svx,success
A2077,OCNT-2315950,8szv,success
A2077,OCNT-2315950,9beq,success
A2077,OCNT-2315950,9fzi,success
A2077,OCNT-2315950,9fzj,success
