cluster_id,ligand_name,pdb_id,status
T023,OADMET-0006594,1m13,success
T023,OADMET-0006594,1nrl,success
T023,OADMET-0006594,1skx,success
T023,OADMET-0006594,2o9i,success
T023,OADMET-0006594,2qnv,success
T023,OADMET-0006594,3hvl,success
T023,OADMET-0006594,3r8d,success
T023,OADMET-0006594,4ny9,success
T023,OADMET-0006594,4s0t,success
T023,OADMET-0006594,4x1f,success
T023,OADMET-0006594,4x1g,success
T023,OADMET-0006594,4xhd,success
T023,OADMET-0006594,5a86,success
T023,OADMET-0006594,5x0r,success
T023,OADMET-0006594,6bns,success
T023,OADMET-0006594,6dup,success
T023,OADMET-0006594,6hj2,success
T023,OADMET-0006594,6hty,success
T023,OADMET-0006594,6nx1,success
T023,OADMET-0006594,6p2b,success
T023,OADMET-0006594,6s41,success
T023,OADMET-0006594,6tfi,success
T023,OADMET-0006594,6xp9,success
T023,OADMET-0006594,7ax9,success
T023,OADMET-0006594,7axa,success
T023,OADMET-0006594,7axb,success
T023,OADMET-0006594,7axc,success
T023,OADMET-0006594,7axd,success
T023,OADMET-0006594,7axe,success
T023,OADMET-0006594,7axf,success
T023,OADMET-0006594,7axg,success
T023,OADMET-0006594,7axh,success
T023,OADMET-0006594,7axi,success
T023,OADMET-0006594,7axj,success
T023,OADMET-0006594,7axk,success
T023,OADMET-0006594,7axl,success
T023,OADMET-0006594,7n2a,success
T023,OADMET-0006594,7rio,success
T023,OADMET-0006594,7riu,success
T023,OADMET-0006594,7riv,success
T023,OADMET-0006594,7yfk,success
T023,OADMET-0006594,8cct,success
T023,OADMET-0006594,8cf9,success
T023,OADMET-0006594,8ch8,success
T023,OADMET-0006594,8e3n,success
T023,OADMET-0006594,8eqz,success
T023,OADMET-0006594,8f5y,success
T023,OADMET-0006594,8fpe,success
T023,OADMET-0006594,8r00,success
T023,OADMET-0006594,8r81,success
T023,OADMET-0006594,8r82,success
T023,OADMET-0006594,8svo,success
T023,OADMET-0006594,8svp,success
T023,OADMET-0006594,8svq,success
T023,OADMET-0006594,8svr,success
T023,OADMET-0006594,8svs,success
T023,OADMET-0006594,8svt,success
T023,OADMET-0006594,8svx,success
T023,OADMET-0006594,8szv,success
T023,OADMET-0006594,9beq,success
T023,OADMET-0006594,9fzi,success
T023,OADMET-0006594,9fzj,success
