cluster_id,ligand_name,pdb_id,status
458,OADMET-0006141,1m13,success
458,OADMET-0006141,1nrl,success
458,OADMET-0006141,1skx,success
458,OADMET-0006141,2o9i,success
458,OADMET-0006141,2qnv,success
458,OADMET-0006141,3hvl,success
458,OADMET-0006141,3r8d,success
458,OADMET-0006141,4ny9,success
458,OADMET-0006141,4s0t,success
458,OADMET-0006141,4x1f,success
458,OADMET-0006141,4x1g,success
458,OADMET-0006141,4xhd,success
458,OADMET-0006141,5a86,success
458,OADMET-0006141,5x0r,success
458,OADMET-0006141,6bns,success
458,OADMET-0006141,6dup,success
458,OADMET-0006141,6hj2,success
458,OADMET-0006141,6hty,success
458,OADMET-0006141,6nx1,success
458,OADMET-0006141,6p2b,success
458,OADMET-0006141,6s41,success
458,OADMET-0006141,6tfi,success
458,OADMET-0006141,6xp9,success
458,OADMET-0006141,7ax9,success
458,OADMET-0006141,7axa,success
458,OADMET-0006141,7axb,success
458,OADMET-0006141,7axc,success
458,OADMET-0006141,7axd,success
458,OADMET-0006141,7axe,success
458,OADMET-0006141,7axf,success
458,OADMET-0006141,7axg,success
458,OADMET-0006141,7axh,success
458,OADMET-0006141,7axi,success
458,OADMET-0006141,7axj,success
458,OADMET-0006141,7axk,success
458,OADMET-0006141,7axl,success
458,OADMET-0006141,7n2a,success
458,OADMET-0006141,7rio,success
458,OADMET-0006141,7riu,success
458,OADMET-0006141,7riv,success
458,OADMET-0006141,7yfk,success
458,OADMET-0006141,8cct,success
458,OADMET-0006141,8cf9,success
458,OADMET-0006141,8ch8,success
458,OADMET-0006141,8e3n,success
458,OADMET-0006141,8eqz,success
458,OADMET-0006141,8f5y,success
458,OADMET-0006141,8fpe,success
458,OADMET-0006141,8r00,success
458,OADMET-0006141,8r81,success
458,OADMET-0006141,8r82,success
458,OADMET-0006141,8svo,success
458,OADMET-0006141,8svp,success
458,OADMET-0006141,8svq,success
458,OADMET-0006141,8svr,success
458,OADMET-0006141,8svs,success
458,OADMET-0006141,8svt,success
458,OADMET-0006141,8svx,success
458,OADMET-0006141,8szv,success
458,OADMET-0006141,9beq,success
458,OADMET-0006141,9fzi,success
458,OADMET-0006141,9fzj,success
