cluster_id,ligand_name,pdb_id,status
350,OADMET-0006255,1m13,success
350,OADMET-0006255,1nrl,success
350,OADMET-0006255,1skx,success
350,OADMET-0006255,2o9i,success
350,OADMET-0006255,2qnv,success
350,OADMET-0006255,3hvl,success
350,OADMET-0006255,3r8d,success
350,OADMET-0006255,4ny9,success
350,OADMET-0006255,4s0t,success
350,OADMET-0006255,4x1f,success
350,OADMET-0006255,4x1g,success
350,OADMET-0006255,4xhd,success
350,OADMET-0006255,5a86,success
350,OADMET-0006255,5x0r,success
350,OADMET-0006255,6bns,success
350,OADMET-0006255,6dup,success
350,OADMET-0006255,6hj2,success
350,OADMET-0006255,6hty,success
350,OADMET-0006255,6nx1,success
350,OADMET-0006255,6p2b,success
350,OADMET-0006255,6s41,success
350,OADMET-0006255,6tfi,success
350,OADMET-0006255,6xp9,success
350,OADMET-0006255,7ax9,success
350,OADMET-0006255,7axa,success
350,OADMET-0006255,7axb,success
350,OADMET-0006255,7axc,success
350,OADMET-0006255,7axd,success
350,OADMET-0006255,7axe,success
350,OADMET-0006255,7axf,success
350,OADMET-0006255,7axg,success
350,OADMET-0006255,7axh,success
350,OADMET-0006255,7axi,success
350,OADMET-0006255,7axj,success
350,OADMET-0006255,7axk,success
350,OADMET-0006255,7axl,success
350,OADMET-0006255,7n2a,success
350,OADMET-0006255,7rio,success
350,OADMET-0006255,7riu,success
350,OADMET-0006255,7riv,success
350,OADMET-0006255,7yfk,success
350,OADMET-0006255,8cct,success
350,OADMET-0006255,8cf9,success
350,OADMET-0006255,8ch8,success
350,OADMET-0006255,8e3n,success
350,OADMET-0006255,8eqz,success
350,OADMET-0006255,8f5y,success
350,OADMET-0006255,8fpe,success
350,OADMET-0006255,8r00,success
350,OADMET-0006255,8r81,success
350,OADMET-0006255,8r82,success
350,OADMET-0006255,8svo,success
350,OADMET-0006255,8svp,success
350,OADMET-0006255,8svq,success
350,OADMET-0006255,8svr,success
350,OADMET-0006255,8svs,success
350,OADMET-0006255,8svt,success
350,OADMET-0006255,8svx,success
350,OADMET-0006255,8szv,success
350,OADMET-0006255,9beq,success
350,OADMET-0006255,9fzi,success
350,OADMET-0006255,9fzj,success
