cluster_id,ligand_name,pdb_id,status
397,OADMET-0006205,1m13,success
397,OADMET-0006205,1nrl,success
397,OADMET-0006205,1skx,success
397,OADMET-0006205,2o9i,success
397,OADMET-0006205,2qnv,success
397,OADMET-0006205,3hvl,success
397,OADMET-0006205,3r8d,success
397,OADMET-0006205,4ny9,success
397,OADMET-0006205,4s0t,success
397,OADMET-0006205,4x1f,success
397,OADMET-0006205,4x1g,success
397,OADMET-0006205,4xhd,success
397,OADMET-0006205,5a86,success
397,OADMET-0006205,5x0r,success
397,OADMET-0006205,6bns,success
397,OADMET-0006205,6dup,success
397,OADMET-0006205,6hj2,success
397,OADMET-0006205,6hty,success
397,OADMET-0006205,6nx1,success
397,OADMET-0006205,6p2b,success
397,OADMET-0006205,6s41,success
397,OADMET-0006205,6tfi,success
397,OADMET-0006205,6xp9,success
397,OADMET-0006205,7ax9,success
397,OADMET-0006205,7axa,success
397,OADMET-0006205,7axb,success
397,OADMET-0006205,7axc,success
397,OADMET-0006205,7axd,success
397,OADMET-0006205,7axe,success
397,OADMET-0006205,7axf,success
397,OADMET-0006205,7axg,success
397,OADMET-0006205,7axh,success
397,OADMET-0006205,7axi,success
397,OADMET-0006205,7axj,success
397,OADMET-0006205,7axk,success
397,OADMET-0006205,7axl,success
397,OADMET-0006205,7n2a,success
397,OADMET-0006205,7rio,success
397,OADMET-0006205,7riu,success
397,OADMET-0006205,7riv,success
397,OADMET-0006205,7yfk,success
397,OADMET-0006205,8cct,success
397,OADMET-0006205,8cf9,success
397,OADMET-0006205,8ch8,success
397,OADMET-0006205,8e3n,success
397,OADMET-0006205,8eqz,success
397,OADMET-0006205,8f5y,success
397,OADMET-0006205,8fpe,success
397,OADMET-0006205,8r00,success
397,OADMET-0006205,8r81,success
397,OADMET-0006205,8r82,success
397,OADMET-0006205,8svo,success
397,OADMET-0006205,8svp,success
397,OADMET-0006205,8svq,success
397,OADMET-0006205,8svr,success
397,OADMET-0006205,8svs,success
397,OADMET-0006205,8svt,success
397,OADMET-0006205,8svx,success
397,OADMET-0006205,8szv,success
397,OADMET-0006205,9beq,success
397,OADMET-0006205,9fzi,success
397,OADMET-0006205,9fzj,success
